product_id,store_id,forecast_date,predicted_qty,high_demand_flag
PRD-0020,STR-003,2025-12-30,0.004790103552157926,0
PRD-0076,STR-008,2025-12-30,0.004790103552157926,0
PRD-0088,STR-007,2025-12-30,0.004790103552157926,0
PRD-0074,STR-008,2025-12-30,0.004790103552157926,0
PRD-0014,STR-008,2025-12-30,0.004790103552157926,0
PRD-0027,STR-002,2025-12-30,0.004790103552157926,0
PRD-0016,STR-005,2025-12-30,0.004790103552157926,0
PRD-0012,STR-001,2025-12-30,0.004790103552157926,0
PRD-0086,STR-008,2025-12-30,0.004790103552157926,0
PRD-0089,STR-010,2025-12-30,0.004790103552157926,0
PRD-0022,STR-003,2025-12-30,0.02687919168877076,0
PRD-0024,STR-003,2025-12-30,0.004790103552157926,0
PRD-0080,STR-010,2025-12-30,0.004790103552157926,0
PRD-0017,STR-006,2025-12-30,0.004790103552157926,0
PRD-0084,STR-005,2025-12-30,0.004790103552157926,0
PRD-0074,STR-009,2025-12-30,0.004790103552157926,0
PRD-0082,STR-005,2025-12-30,0.004790103552157926,0
PRD-0014,STR-004,2025-12-30,0.004790103552157926,0
PRD-0084,STR-006,2025-12-30,0.004790103552157926,0
PRD-0017,STR-005,2025-12-30,0.004790103552157926,0
PRD-0074,STR-006,2025-12-30,0.004790103552157926,0
PRD-0017,STR-004,2025-12-30,0.004790103552157926,0
PRD-0027,STR-004,2025-12-30,0.004790103552157926,0
PRD-0084,STR-007,2025-12-30,0.004790103552157926,0
PRD-0077,STR-007,2025-12-30,0.004790103552157926,0
PRD-0090,STR-001,2025-12-30,0.004790103552157926,0
PRD-0015,STR-002,2025-12-30,0.004790103552157926,0
PRD-0080,STR-009,2025-12-30,0.004790103552157926,0
PRD-0021,STR-010,2025-12-30,0.004790103552157926,0
PRD-0021,STR-002,2025-12-30,0.004790103552157926,0
PRD-0085,STR-006,2025-12-30,0.004790103552157926,0
PRD-0074,STR-007,2025-12-30,0.004790103552157926,0
PRD-0015,STR-005,2025-12-30,0.004790103552157926,0
PRD-0027,STR-003,2025-12-30,0.004790103552157926,0
PRD-0079,STR-007,2025-12-30,0.004790103552157926,0
PRD-0023,STR-008,2025-12-30,0.004790103552157926,0
PRD-0024,STR-010,2025-12-30,0.004790103552157926,0
PRD-0079,STR-006,2025-12-30,0.004790103552157926,0
PRD-0027,STR-001,2025-12-30,0.004790103552157926,0
PRD-0019,STR-007,2025-12-30,0.004790103552157926,0
PRD-0088,STR-005,2025-12-30,0.004790103552157926,0
PRD-0018,STR-010,2025-12-30,0.004790103552157926,0
PRD-0026,STR-009,2025-12-30,0.004790103552157926,0
PRD-0014,STR-003,2025-12-30,0.004790103552157926,0
PRD-0081,STR-001,2025-12-30,0.004790103552157926,0
PRD-0017,STR-008,2025-12-30,0.004790103552157926,0
PRD-0020,STR-001,2025-12-30,0.004790103552157926,0
PRD-0084,STR-003,2025-12-30,0.004790103552157926,0
PRD-0075,STR-001,2025-12-30,0.004790103552157926,0
PRD-0078,STR-002,2025-12-30,0.004790103552157926,0
PRD-0020,STR-010,2025-12-30,0.004790103552157926,0
PRD-0024,STR-004,2025-12-30,0.004790103552157926,0
PRD-0022,STR-005,2025-12-30,0.004790103552157926,0
PRD-0075,STR-002,2025-12-30,0.004790103552157926,0
PRD-0081,STR-010,2025-12-30,0.004790103552157926,0
PRD-0026,STR-008,2025-12-30,0.004790103552157926,0
PRD-0085,STR-008,2025-12-30,0.004790103552157926,0
